Demand ID,Role Status,Region,Project Name,Project Type,Demand Received Date,Track,Location Shore,Primary Skill (Must have),Grade,Role Start Date,Role End Date,Number of FTE,Email,First Name,Last Name,Employment Details Hire Date,Work Region,Designation,Pay Grade,Competency,Onsite/ Offshore,Allocation Status,Skills,Employment ID
9500,Staffed,EUK,Hoffman Inc,CEMS,2024-02-01,HCM,Offshore,Core HR & Payroll,T2,2025-10-23,2025-12-15,0.6,ahines@example.org,Hunter,Robertson,2024-02-03,AMEA - KSA,Sr. Consultant II,07-Grade 7,SCM,Offshore,Freshers Training,"Core HR,Talent",75296
7101,Staffed,NA,"Clay, Gonzalez and Nielsen",Impl,2024-01-04,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",T2,2025-11-20,2026-09-26,0.9,alejandro91@example.net,Allison,Green,2021-04-12,CORPORATE,Associate Consultant,07-Grade 7,SCM,Onsite,Bench,"AP,AR",14690
9968,Open,NA,Curtis Ltd,CEMS,2024-06-27,FIN,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G5,2025-01-12,2026-04-03,0.7,robinsondanielle@example.net,Reginald,Mata,2022-06-08,AMEA - KSA,Consultant I,T2-Programmer Trainee,ERP Finance,Onsite,On Project - Partial,"Core HR,Talent",19815
6331,Open,AMEA,Clarke Ltd,CEMS,2024-03-22,HCM,Offshore,Onboarding Journeys,G10,2025-05-13,2026-05-08,0.6,jenniferrichards@example.org,Andrew,Lopez,2020-05-02,NA,Sr. Consultant II,04-Grade 4,SCM,Onsite,On Project - Partial,"Core HR,Talent",50608
3607,Open,NA,"Pruitt, Carrillo and Powell",Impl,2024-10-24,FIN,Offshore,Redwood HCM - Core HR and ORC,T2,2025-04-30,2026-08-28,0.9,lharrison@example.org,Thomas,Nicholson,2023-03-31,NA,Manager II - Projects,07-Grade 7,PRGM,Offshore,On Project - Partial,"ORC,Talent",52425
2731,Open,NA,"Cortez, Phelps and Wiggins",Impl,2024-06-20,FIN,Offshore,"Core HR,Talent",G5,2025-07-14,2026-02-15,0.6,greenlori@example.org,Charles,Diaz,2021-07-20,UK/EUROPE - UK,Consultant I,10-Grade 9,SCM,Onsite,On Project - Fulltime,"AP,AR",51851
7903,Open,AMEA,Brennan PLC,Impl,2024-09-20,HCM,Onsite,Core HR & Payroll,G6,2025-03-01,2026-10-29,0.7,vanessagarcia@example.com,Glenn,Davenport,2021-04-11,NA,Manager I - Delivery,10-Grade 9,PRGM,Onsite,Freshers Training,"Core HR,ORC,Absence",39072
8883,Open,NA,Reyes Group,CEMS,2024-01-25,FIN,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G10,2025-10-27,2026-08-20,1.0,gcoleman@example.net,Katherine,Holder,2021-08-27,AMEA - KSA,Consultant II,07-Grade 7,PRGM,Offshore,Freshers Training,"ORC,Talent",92849
5866,Open,AMEA,"Sanchez, Lewis and Moreno",CEMS,2024-06-18,HCM,Onsite,"Core HR,Talent",G8,2025-05-01,2026-12-03,0.8,gstevens@example.net,David,Hamilton,2024-05-30,UK/EUROPE - UK,Consultant I,09-Grade 9,ERP Finance,Onsite,On Project - Partial,PM,85765
3112,Open,NA,Walsh LLC,CEMS,2024-12-08,FIN,Onsite,Redwood HCM - Core HR and ORC,G8,2025-05-16,2026-04-15,0.5,ubates@example.net,Jodi,Lee,2020-10-21,UK/EUROPE - UK,Manager II - Projects,10-Grade 9,ERP Finance,Onsite,On Project - Partial,"ORC,Talent",90969
5624,Staffed,EUK,Phillips Group,CEMS,2024-04-24,HCM,Onsite,Core HR & Payroll,G6,2025-08-18,2026-03-27,0.9,pamela63@example.net,Charles,Baker,2022-09-13,AMEA - KSA,Associate Consultant,04-Grade 4,SCM,Onsite,Freshers Training,PM,13158
1952,Open,AMEA,Newton-Meyer,CEMS,2024-12-12,HCM,Onsite,Redwood HCM - Core HR and ORC,T2,2025-11-26,2026-10-29,0.8,martinezjoseph@example.org,Stephen,Merritt,2021-12-24,AMEA - KSA,Consultant II,10-Grade 9,PRGM,Offshore,On Project - Fulltime,"Core HR,ORC,Absence",88246
2175,Open,EUK,Hughes LLC,CEMS,2024-11-12,FIN,Offshore,Redwood HCM - Core HR and ORC,G8,2025-01-27,2026-07-31,1.0,lbrown@example.com,Jared,Miller,2020-01-09,NA,Associate Consultant,T2-Programmer Trainee,HCM,Offshore,Freshers Training,"Core HR,Talent",21892
2774,Staffed,NA,Brooks Group,CEMS,2024-01-03,HCM,Onsite,Redwood HCM - Core HR and ORC,G8,2025-05-05,2026-04-23,0.5,derrick79@example.org,Matthew,Browning,2023-07-30,AMEA - KSA,Associate Consultant,04-Grade 4,PRGM,Offshore,On Project - Fulltime,"ORC,Talent",22179
6286,Staffed,NA,"Allen, Chavez and Scott",Impl,2024-07-27,FIN,Offshore,Redwood HCM - Core HR and ORC,G6,2025-06-07,2026-10-20,0.7,rmurphy@example.net,Jeffrey,Hernandez,2020-02-20,CORPORATE,Sr. Consultant II,T2-Programmer Trainee,AD,Offshore,On Project - Partial,PM,51815
2165,Staffed,AMEA,Neal and Sons,Impl,2024-07-05,FIN,Onsite,Redwood HCM - Core HR and ORC,T2,2024-12-22,2026-08-17,0.8,zoe79@example.net,Brandon,Johnson,2021-09-17,UK/EUROPE - UK,Consultant II,07-Grade 7,SCM,Offshore,On Project - Fulltime,"ORC,Talent",13099
2615,Staffed,EUK,"Good, Stephens and Murphy",Impl,2024-06-26,FIN,Offshore,Core HR & Payroll,G5,2025-06-02,2026-03-22,0.7,krusso@example.com,Anna,Harris,2023-07-03,UK/EUROPE - UK,Consultant I,09-Grade 9,AD,Onsite,Bench,"Core HR,ORC,Absence",53375
1895,Staffed,AMEA,Andersen-Jennings,Impl,2024-06-07,HCM,Offshore,Onboarding Journeys,G6,2025-09-01,2025-12-18,0.8,danielsmith@example.com,Christopher,Larson,2024-10-25,CORPORATE,Consultant II,04-Grade 4,PRGM,Offshore,Bench,"AP,AR",40471
6072,Open,EUK,Stewart-Best,Impl,2024-08-04,HCM,Onsite,Core HR & Payroll,T2,2025-10-12,2026-03-06,1.0,frank26@example.com,Christopher,Willis,2021-04-28,UK/EUROPE - UK,Manager I - Delivery,T2-Programmer Trainee,SCM,Offshore,Freshers Training,PM,78244
9147,Open,NA,"Burgess, Mata and Short",Impl,2024-09-02,FIN,Onsite,Redwood HCM - Core HR and ORC,G10,2025-03-07,2026-03-13,0.6,ahines@example.org,Hunter,Robertson,2024-02-03,AMEA - KSA,Sr. Consultant II,07-Grade 7,SCM,Offshore,Freshers Training,"Core HR,Talent",75296
6748,Open,AMEA,Smith Inc,CEMS,2024-11-01,FIN,Offshore,Redwood HCM - Core HR and ORC,G6,2025-06-02,2026-08-31,0.7,jennifer46@example.com,Ashley,Vasquez,2020-04-28,AMEA - KSA,Manager II - Projects,10-Grade 9,SCM,Onsite,Freshers Training,PM,49716
1913,Staffed,EUK,Hobbs LLC,CEMS,2024-10-20,HCM,Offshore,Onboarding Journeys,G10,2025-08-29,2026-02-05,0.5,kdominguez@example.org,Linda,Meadows,2021-11-16,NA,Consultant II,10-Grade 9,HCM,Offshore,Bench,"Core HR,Talent",27709
8634,Open,NA,"Figueroa, Baird and Pugh",Impl,2024-04-14,FIN,Onsite,Redwood HCM - Core HR and ORC,G6,2025-01-28,2026-03-18,0.7,achavez@example.com,Thomas,Herman,2020-11-06,AMEA - KSA,Sr. Consultant II,T2-Programmer Trainee,ERP Finance,Offshore,Bench,"Core HR,ORC,Absence",34758
7255,Staffed,EUK,Spencer and Sons,Impl,2024-10-26,FIN,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G5,2025-08-31,2026-08-15,0.7,robertsonchristine@example.org,Patricia,Odom,2023-06-18,AMEA - KSA,Manager II - Projects,T2-Programmer Trainee,PRGM,Onsite,Freshers Training,"AP,AR",13295
5961,Open,NA,Allen-West,Impl,2024-08-02,HCM,Offshore,"Core HR,Talent",G5,2025-12-10,2026-11-09,0.6,matthew24@example.net,Michael,Clarke,2021-04-09,UK/EUROPE - UK,Manager I - Delivery,05-Grade 5,AD,Offshore,On Project - Partial,"AP,AR",26247
6743,Staffed,AMEA,Martinez Ltd,CEMS,2024-05-05,FIN,Offshore,Onboarding Journeys,G5,2025-09-17,2026-05-25,0.7,matthew38@example.net,Joshua,Hernandez,2023-02-23,CORPORATE,Manager II - Projects,04-Grade 4,PRGM,Onsite,Freshers Training,"ORC,Talent",79056
8167,Open,NA,Murphy-Brooks,Impl,2024-11-25,FIN,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G6,2025-10-17,2026-05-11,0.8,elliottjohn@example.net,Pamela,Thomas,2021-01-21,CORPORATE,Sr. Consultant II,10-Grade 9,ERP Finance,Onsite,Freshers Training,"ORC,Talent",25715
8740,Open,AMEA,"Turner, Schmidt and Anderson",Impl,2024-02-12,HCM,Offshore,"Core HR,Talent",G6,2025-11-18,2026-10-30,0.5,carrolledward@example.org,Destiny,Gonzalez,2020-02-04,CORPORATE,Consultant I,09-Grade 9,ERP Finance,Offshore,Freshers Training,SQL,95705
5571,Open,NA,Phillips and Sons,Impl,2024-04-24,FIN,Onsite,Core HR & Payroll,T2,2025-03-13,2026-06-25,0.7,shieldstyler@example.com,Shawn,Mclaughlin,2023-02-02,NA,Consultant II,09-Grade 9,AD,Onsite,Freshers Training,PM,12387
5738,Staffed,NA,"Ayala, Cohen and Zavala",CEMS,2024-10-08,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G5,2025-10-07,2026-03-28,0.6,bharris@example.net,Ryan,Colon,2023-05-30,AMEA - KSA,Manager II - Projects,07-Grade 7,ERP Finance,Offshore,On Project - Partial,PM,50278
9014,Open,EUK,Lee-Smith,CEMS,2024-09-17,HCM,Onsite,Onboarding Journeys,G6,2025-12-01,2026-06-12,0.6,adam64@example.net,Cory,Aguilar,2022-04-29,UK/EUROPE - UK,Sr. Consultant II,05-Grade 5,HCM,Onsite,On Project - Fulltime,PM,34375
1175,Open,NA,"Mathews, Todd and Norton",CEMS,2024-04-25,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",T2,2025-07-14,2026-10-10,1.0,wedwards@example.com,Steven,Stewart,2024-06-04,NA,Manager II - Projects,07-Grade 7,PRGM,Onsite,On Project - Partial,"Core HR,ORC,Absence",61852
8421,Open,NA,"Thompson, Cunningham and Cook",Impl,2024-01-18,FIN,Offshore,Core HR & Payroll,G8,2024-12-19,2026-02-11,0.9,kdominguez@example.org,Linda,Meadows,2021-11-16,NA,Consultant II,10-Grade 9,HCM,Offshore,Bench,"Core HR,Talent",27709
9961,Open,EUK,Warren Group,CEMS,2024-03-26,FIN,Offshore,Onboarding Journeys,G8,2025-05-23,2026-01-30,0.6,mark88@example.net,Sabrina,Huang,2023-12-13,NA,Manager I - Delivery,T2-Programmer Trainee,PRGM,Offshore,Bench,"Core HR,ORC,Absence",29080
7753,Open,AMEA,Merritt-Cox,Impl,2024-04-27,HCM,Onsite,Redwood HCM - Core HR and ORC,G5,2025-08-09,2026-04-06,0.8,virginiataylor@example.net,Julie,Carroll,2024-10-22,NA,Manager II - Projects,T2-Programmer Trainee,AD,Onsite,On Project - Fulltime,"ORC,Talent",61609
7607,Staffed,NA,"Powers, Aguilar and Hawkins",Impl,2024-02-23,FIN,Offshore,Core HR & Payroll,G5,2024-12-30,2026-02-09,0.5,ubates@example.net,Jodi,Lee,2020-10-21,UK/EUROPE - UK,Manager II - Projects,10-Grade 9,ERP Finance,Onsite,On Project - Partial,"ORC,Talent",90969
3700,Staffed,AMEA,Hart Ltd,Impl,2024-05-20,HCM,Offshore,Redwood HCM - Core HR and ORC,G5,2025-02-28,2026-09-12,0.7,fconway@example.com,David,Baker,2024-08-14,CORPORATE,Manager II - Projects,04-Grade 4,SCM,Onsite,On Project - Partial,SQL,43788
4083,Staffed,EUK,Cole-Russell,Impl,2024-08-12,HCM,Offshore,Onboarding Journeys,G5,2025-01-01,2026-11-13,0.5,daniel20@example.net,Steven,Nguyen,2022-05-08,AMEA - KSA,Associate Consultant,10-Grade 9,SCM,Offshore,Freshers Training,"AP,AR",34734
